batch_time_id,provider,time_to_execute,balance
2024-01-31 02:06:46,chainstack,0.10172462463378906,82033740849935834712
2024-01-31 02:06:46,alchemy,0.14784669876098633,82033740849935834712
2024-01-31 02:06:46,ankr,0.08569955825805664,82033740849935834712
2024-01-31 02:06:46,quicknode,0.09097480773925781,82033740849935834712
2024-01-31 02:06:46,infura,0.07399439811706543,82033740849935834712
2024-01-31 02:06:46,getblock,0.2345583438873291,82033740849935834712
2024-01-31 02:06:47,chainstack,0.09851717948913574,82033740849935834712
2024-01-31 02:06:47,alchemy,0.13982868194580078,82033740849935834712
2024-01-31 02:06:47,ankr,0.09167599678039551,82033740849935834712
2024-01-31 02:06:47,quicknode,0.09794235229492188,82033740849935834712
2024-01-31 02:06:47,infura,0.0760188102722168,82033740849935834712
2024-01-31 02:06:47,getblock,0.23618698120117188,82033740849935834712
2024-01-31 02:06:49,chainstack,0.11830854415893555,82033740849935834712
2024-01-31 02:06:49,alchemy,0.1388108730316162,82033740849935834712
2024-01-31 02:06:49,ankr,0.10979962348937988,82033740849935834712
2024-01-31 02:06:49,quicknode,0.09444522857666016,82033740849935834712
2024-01-31 02:06:49,infura,0.13645219802856445,82033740849935834712
2024-01-31 02:06:49,getblock,0.23026204109191895,82033740849935834712
2024-01-31 02:06:50,chainstack,0.11406064033508301,82033740849935834712
2024-01-31 02:06:50,alchemy,0.3230476379394531,82033740849935834712
2024-01-31 02:06:50,ankr,0.10136795043945312,82033740849935834712
2024-01-31 02:06:50,quicknode,0.08997273445129395,82033740849935834712
2024-01-31 02:06:50,infura,0.07556843757629395,82033740849935834712
2024-01-31 02:06:50,getblock,0.20400023460388184,82033740849935834712
2024-01-31 02:06:51,chainstack,0.12436723709106445,82033740849935834712
2024-01-31 02:06:51,alchemy,0.1233670711517334,82033740849935834712
2024-01-31 02:06:51,ankr,0.09706950187683105,82033740849935834712
2024-01-31 02:06:51,quicknode,0.09200024604797363,82033740849935834712
2024-01-31 02:06:51,infura,0.07576513290405273,82033740849935834712
2024-01-31 02:06:51,getblock,0.21855974197387695,82033740849935834712
2024-01-31 02:06:52,chainstack,0.11522936820983887,82033740849935834712
2024-01-31 02:06:52,alchemy,0.13792085647583008,82033740849935834712
2024-01-31 02:06:52,ankr,0.2965550422668457,82033740849935834712
2024-01-31 02:06:52,quicknode,0.08886432647705078,82033740849935834712
2024-01-31 02:06:52,infura,0.07825016975402832,82033740849935834712
2024-01-31 02:06:52,getblock,0.21160435676574707,82033740849935834712
2024-01-31 02:06:54,chainstack,0.2470874786376953,82033740849935834712
2024-01-31 02:06:54,alchemy,0.1327066421508789,82033740849935834712
2024-01-31 02:06:54,ankr,0.08706045150756836,82033740849935834712
2024-01-31 02:06:54,quicknode,0.09354662895202637,82033740849935834712
2024-01-31 02:06:54,infura,0.07679247856140137,82033740849935834712
2024-01-31 02:06:54,getblock,0.2225346565246582,82033740849935834712
2024-01-31 02:06:55,chainstack,0.10923099517822266,82033740849935834712
2024-01-31 02:06:55,alchemy,0.18273162841796875,82033740849935834712
2024-01-31 02:06:55,ankr,0.0997915267944336,82033740849935834712
2024-01-31 02:06:55,quicknode,0.09583377838134766,82033740849935834712
2024-01-31 02:06:55,infura,0.0754857063293457,82033740849935834712
2024-01-31 02:06:55,getblock,0.20883512496948242,82033740849935834712
2024-01-31 02:06:56,chainstack,0.11993622779846191,82033740849935834712
2024-01-31 02:06:56,alchemy,0.17247247695922852,82033740849935834712
2024-01-31 02:06:56,ankr,0.10098624229431152,82033740849935834712
2024-01-31 02:06:56,quicknode,0.08587121963500977,82033740849935834712
2024-01-31 02:06:56,infura,0.07412290573120117,82033740849935834712
2024-01-31 02:06:56,getblock,0.21947431564331055,82033740849935834712
2024-01-31 02:06:57,chainstack,0.10938000679016113,82033740849935834712
2024-01-31 02:06:57,alchemy,0.127732515335083,82033740849935834712
2024-01-31 02:06:57,ankr,0.11442065238952637,82033740849935834712
2024-01-31 02:06:57,quicknode,0.09460163116455078,82033740849935834712
2024-01-31 02:06:57,infura,0.07453656196594238,82033740849935834712
2024-01-31 02:06:57,getblock,0.24656224250793457,82033740849935834712
2024-01-31 02:06:59,chainstack,0.11147451400756836,82033740849935834712
2024-01-31 02:06:59,alchemy,0.11901569366455078,82033740849935834712
2024-01-31 02:06:59,ankr,0.082305908203125,82033740849935834712
2024-01-31 02:06:59,quicknode,0.09562516212463379,82033740849935834712
2024-01-31 02:06:59,infura,0.07536816596984863,82033740849935834712
2024-01-31 02:06:59,getblock,0.2259829044342041,82033740849935834712
2024-01-31 02:07:00,chainstack,0.10609126091003418,82033740849935834712
2024-01-31 02:07:00,alchemy,0.13399338722229004,82033740849935834712
2024-01-31 02:07:00,ankr,0.11729025840759277,82033740849935834712
2024-01-31 02:07:00,quicknode,0.09054112434387207,82033740849935834712
2024-01-31 02:07:00,infura,0.07816720008850098,82033740849935834712
2024-01-31 02:07:00,getblock,0.23157572746276855,82033740849935834712
2024-01-31 02:07:01,chainstack,0.09912705421447754,82033740849935834712
2024-01-31 02:07:01,alchemy,0.12474846839904785,82033740849935834712
2024-01-31 02:07:01,ankr,0.10642480850219727,82033740849935834712
2024-01-31 02:07:01,quicknode,0.08399677276611328,82033740849935834712
2024-01-31 02:07:01,infura,0.07229375839233398,82033740849935834712
2024-01-31 02:07:01,getblock,0.22463083267211914,82033740849935834712
2024-01-31 02:07:02,chainstack,0.11363577842712402,82033740849935834712
2024-01-31 02:07:02,alchemy,0.12373709678649902,82033740849935834712
2024-01-31 02:07:02,ankr,0.08784937858581543,82033740849935834712
2024-01-31 02:07:02,quicknode,0.10979104042053223,82033740849935834712
2024-01-31 02:07:02,infura,0.07463479042053223,82033740849935834712
2024-01-31 02:07:02,getblock,0.21197080612182617,82033740849935834712
2024-01-31 02:07:04,chainstack,0.10107731819152832,82033740849935834712
2024-01-31 02:07:04,alchemy,0.12479734420776367,82033740849935834712
2024-01-31 02:07:04,ankr,0.13909554481506348,82033740849935834712
2024-01-31 02:07:04,quicknode,0.09358835220336914,82033740849935834712
2024-01-31 02:07:04,infura,0.07761812210083008,82033740849935834712
2024-01-31 02:07:04,getblock,0.22569489479064941,82033740849935834712
2024-01-31 02:07:05,chainstack,0.09773921966552734,82033740849935834712
2024-01-31 02:07:05,alchemy,0.12289857864379883,82033740849935834712
2024-01-31 02:07:05,ankr,0.10033440589904785,82033740849935834712
2024-01-31 02:07:05,quicknode,0.08879446983337402,82033740849935834712
2024-01-31 02:07:05,infura,0.07282257080078125,82033740849935834712
2024-01-31 02:07:05,getblock,0.22551417350769043,82033740849935834712
2024-01-31 02:07:06,chainstack,0.09879899024963379,82033740849935834712
2024-01-31 02:07:06,alchemy,0.13224339485168457,82033740849935834712
2024-01-31 02:07:06,ankr,0.16799283027648926,82033740849935834712
2024-01-31 02:07:06,quicknode,0.09899568557739258,82033740849935834712
2024-01-31 02:07:06,infura,0.07613062858581543,82033740849935834712
2024-01-31 02:07:06,getblock,0.23633265495300293,82033740849935834712
2024-01-31 02:07:07,chainstack,0.09833908081054688,82033740849935834712
2024-01-31 02:07:07,alchemy,0.11968541145324707,82033740849935834712
2024-01-31 02:07:07,ankr,0.11360430717468262,82033740849935834712
2024-01-31 02:07:07,quicknode,0.09238553047180176,82033740849935834712
2024-01-31 02:07:07,infura,0.3723423480987549,82033740849935834712
